YearRemodAdd,YearBuilt,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,Neighborhood,ExterQual,BsmtQual,KitchenQual,GarageFinish,FullBath,GarageType,MSSubClass,Foundation,FireplaceQu,Fireplaces,TotRmsAbvGrd,HeatingQC,SalePrice
1970,1970,630,630,286,1,630,4,MeadowV,TA,Gd,TA,Unf,1,Attchd,180,CBlock,,0,3,TA,80000
2000,1957,1803,1134,484,2,1803,5,Sawyer,TA,TA,TA,RFn,2,Attchd,20,CBlock,TA,1,8,Ex,155000
2000,1966,800,800,484,2,1632,6,NWAmes,TA,TA,Gd,Unf,1,Attchd,60,CBlock,,0,7,Gd,173000
2005,2005,1306,1306,624,2,1306,6,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,5,Ex,196000
1990,1990,1532,1475,514,2,2329,7,SawyerW,TA,Gd,Gd,Unf,2,Attchd,60,PConc,Ex,1,10,Ex,262280
1981,1981,2524,2524,542,2,2524,8,NWAmes,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,9,TA,278000
1955,1955,1733,0,452,2,1733,3,Edwards,TA,,TA,Unf,2,Attchd,20,Slab,Gd,1,8,Ex,139600
2006,2005,1992,1992,716,3,2868,9,StoneBr,Gd,Ex,Ex,Fin,3,BuiltIn,60,PConc,Gd,1,11,Ex,556581
1995,1994,990,990,672,2,990,5,CollgCr,TA,Gd,TA,Unf,1,Detchd,20,PConc,,0,5,Ex,145000
2006,1960,1771,0,336,2,1771,5,Mitchel,TA,,TA,Unf,1,Attchd,20,Slab,TA,1,9,TA,115000
2006,1946,930,0,308,1,930,4,Edwards,TA,,Gd,Unf,1,Detchd,20,CBlock,,0,6,Ex,84900
2007,2007,1302,1302,436,2,1302,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,6,Ex,176485
2007,2007,1316,1316,440,2,1316,7,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,6,Ex,200141
1978,1964,1127,816,540,2,1977,6,NAmes,TA,TA,TA,RFn,1,Attchd,60,CBlock,TA,1,9,TA,165000
2002,1957,1526,1216,364,1,1526,5,Edwards,TA,TA,TA,Unf,1,Basment,20,CBlock,Gd,1,7,Ex,144500
2002,2002,1091,1065,586,2,1989,8,CollgCr,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,7,Ex,255000
1976,1976,1523,1193,478,2,1523,6,NWAmes,TA,Gd,TA,Fin,2,Attchd,20,CBlock,TA,1,7,TA,180000
2005,2005,1364,1364,484,2,1364,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,185850
1994,1994,979,973,467,2,1850,7,NoRidge,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,7,Ex,248000
2008,2008,1130,1104,836,3,2184,9,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,60,PConc,Gd,1,10,Ex,335000
1950,1932,1096,854,432,2,1991,6,Crawfor,TA,TA,TA,Unf,1,Detchd,50,CBlock,Gd,1,7,TA,220000
2001,2001,1338,1338,582,2,1338,8,StoneBr,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,,0,6,Ex,213500
1950,1935,894,894,1248,3,894,3,IDOTRR,Fa,TA,TA,RFn,1,Detchd,30,CBlock,,0,6,TA,81000
1950,1900,1422,662,560,2,2337,5,OldTown,TA,TA,TA,Unf,2,Detchd,190,BrkTil,,0,10,TA,90000
1980,1925,1103,1103,440,2,1103,6,OldTown,TA,TA,Gd,Unf,1,Detchd,30,BrkTil,Gd,1,5,Gd,110500
1966,1966,1154,1154,480,2,1154,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Po,1,6,Ex,154000
1997,1996,1306,1306,533,2,2260,7,ClearCr,Gd,Ex,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,328000
1994,1993,799,799,380,2,1571,6,Gilbert,Gd,Gd,TA,RFn,2,Attchd,60,PConc,TA,1,7,Gd,178000
1964,1964,798,780,442,2,1611,6,NAmes,TA,TA,TA,RFn,1,Attchd,60,CBlock,,0,7,TA,167900
1973,1973,1291,942,576,2,2521,6,MeadowV,TA,Gd,TA,Fin,2,Attchd,160,CBlock,Gd,1,10,Gd,151400
2003,1949,893,845,576,2,893,5,NAmes,TA,TA,Gd,Unf,1,Detchd,45,CBlock,,0,4,TA,135000
1956,1956,1048,1048,286,1,1048,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,6,TA,135000
1968,1968,829,727,441,2,1556,6,NWAmes,TA,TA,TA,Unf,1,Attchd,60,CBlock,,0,8,Ex,154000
1950,1948,1002,810,280,1,1456,5,Edwards,TA,Fa,TA,Unf,1,Detchd,50,CBlock,TA,1,7,Fa,91500
1977,1977,698,690,440,2,1426,6,Edwards,TA,TA,TA,Fin,1,Attchd,60,CBlock,,0,6,TA,159500
2006,2006,1240,1240,826,3,1240,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,5,Ex,194000
1984,1940,960,800,240,1,1740,7,Crawfor,TA,TA,TA,Unf,1,Attchd,70,CBlock,Gd,2,6,TA,219500
1989,1936,1096,796,566,2,1466,5,OldTown,TA,Fa,Gd,Unf,2,Attchd,50,CBlock,TA,1,7,Gd,170000
1969,1969,1096,1096,299,1,1096,5,NAmes,TA,TA,TA,Fin,1,Attchd,20,CBlock,,0,6,Ex,138800
2004,2004,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,RFn,1,Attchd,120,PConc,Gd,1,3,Ex,155900
1994,1994,990,990,299,1,990,5,CollgCr,TA,Gd,TA,Unf,1,Attchd,20,PConc,,0,5,Gd,126000
2004,1971,1258,1258,528,2,1258,6,NWAmes,Gd,TA,Gd,RFn,2,Attchd,20,CBlock,,0,5,Ex,145000
1963,1963,1040,1040,308,1,1040,5,Sawyer,TA,TA,TA,Fin,1,Attchd,20,CBlock,,0,5,Fa,133000
2002,2002,1459,1459,527,2,1459,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,6,Ex,192000
1964,1964,1251,1251,461,1,1251,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,Gd,2,6,TA,160000
1996,1995,691,691,409,2,1498,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,6,Gd,187500
1992,1992,996,936,564,2,996,6,SawyerW,TA,Gd,Gd,Unf,1,Attchd,85,PConc,,0,5,Ex,147000
1973,1973,546,546,286,1,1092,4,MeadowV,TA,TA,TA,RFn,1,Attchd,160,CBlock,,0,6,TA,83500
2006,2005,1082,1082,1043,3,1953,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,9,Ex,252000
2004,2004,970,970,380,2,1709,7,Edwards,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,7,Ex,137500
2005,2005,1247,1247,550,2,1247,8,Somerst,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,Gd,1,4,Ex,197000
1950,1950,1040,0,400,2,1040,3,NAmes,TA,,TA,Unf,2,Detchd,90,Slab,,0,6,Fa,92900
2000,1999,624,600,462,2,1252,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,4,Ex,160000
1950,1925,1390,1181,576,2,1694,6,SWISU,TA,TA,TA,Unf,2,Detchd,50,PConc,Gd,1,7,Fa,136500
1998,1965,1200,864,884,2,1200,5,NAmes,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,6,Gd,146000
2000,1956,936,936,308,1,936,5,NAmes,TA,TA,TA,Fin,1,Attchd,20,CBlock,,0,4,Ex,129000
2006,2006,1314,1314,440,2,1314,6,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,6,Gd,176432
2006,1914,773,684,0,0,1355,6,IDOTRR,TA,TA,Gd,,1,,70,PConc,,0,7,TA,127000
1986,1986,1088,1074,461,2,1088,8,StoneBr,Gd,Gd,Gd,RFn,1,Attchd,120,CBlock,,0,5,Ex,170000
1950,1936,757,672,240,1,1324,4,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,6,TA,128000
1978,1978,1601,1271,478,2,1601,7,NWAmes,TA,Gd,TA,RFn,2,Attchd,20,CBlock,TA,1,7,TA,157000
1950,1920,438,290,246,1,438,2,SWISU,TA,TA,Fa,Unf,1,Detchd,30,CBlock,,0,3,TA,60000
1971,1971,950,950,280,1,950,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,119500
2002,1960,1134,1010,254,1,1134,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,Ex,135000
1959,1959,1194,655,539,2,1194,6,NAmes,TA,TA,TA,Fin,1,BuiltIn,20,CBlock,Fa,1,6,Ex,159500
1970,1970,630,630,440,2,1302,5,BrDale,TA,TA,TA,Unf,2,Detchd,160,CBlock,,0,6,TA,106000
1995,1994,1500,1463,712,2,2622,8,NoRidge,Gd,Ex,Gd,RFn,2,Attchd,60,PConc,TA,2,9,Ex,325000
1991,1990,1442,910,719,2,1442,7,SawyerW,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,6,Gd,179900
2006,2006,887,868,422,2,2021,7,Gilbert,Gd,Ex,Gd,RFn,2,BuiltIn,60,PConc,Gd,1,9,Ex,274725
2000,2000,948,924,463,2,1690,6,Gilbert,TA,Gd,TA,RFn,2,Attchd,60,PConc,TA,1,7,Ex,181000
2005,2004,1836,1836,862,3,1836,8,NridgHt,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,280000
1996,1995,773,773,431,2,1658,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,8,Gd,188000
1976,1976,1098,803,483,2,1964,7,NWAmes,TA,TA,TA,RFn,2,Attchd,60,CBlock,Gd,1,8,TA,205000
1957,1957,816,816,308,1,816,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,129900
2006,1953,1008,1008,240,1,1008,5,NAmes,TA,TA,Gd,Unf,1,Attchd,20,CBlock,,0,6,Gd,134500
2000,1954,833,833,326,1,833,5,OldTown,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,4,Ex,117000
2007,2007,1734,1734,928,3,1734,8,NridgHt,Gd,Ex,Ex,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,318000
2002,2002,779,408,527,2,1419,8,Gilbert,Gd,Gd,Gd,Fin,2,BuiltIn,80,PConc,TA,1,7,Ex,184100
2003,1967,894,894,450,2,894,5,Sawyer,TA,TA,Gd,RFn,1,Attchd,20,CBlock,,0,5,Ex,130000
1987,1958,1021,533,300,1,1601,5,Sawyer,TA,TA,TA,RFn,1,BuiltIn,80,CBlock,,0,6,TA,140000
1959,1959,1040,1040,286,1,1040,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,TA,133700
1950,1920,1012,1012,308,1,1012,6,IDOTRR,TA,TA,TA,Unf,1,Detchd,30,BrkTil,Gd,1,6,TA,118400
2006,2005,1552,1552,782,3,1552,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,212900
1956,1956,960,672,288,1,960,4,Edwards,TA,TA,TA,Unf,1,Basment,20,CBlock,,0,5,Ex,112000
2008,1947,698,698,0,0,698,5,Edwards,TA,TA,TA,,1,,20,CBlock,,0,4,Ex,118000
1992,1992,812,384,392,2,1482,7,Gilbert,TA,Gd,Gd,Fin,2,Attchd,80,PConc,TA,1,7,Gd,163900
1955,1955,1005,1005,672,2,1005,4,NAmes,TA,TA,Fa,Unf,1,Detchd,20,CBlock,TA,1,5,TA,115000
2007,2007,1555,1373,660,3,1555,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,TA,1,7,Ex,174000
2004,2004,1530,1530,630,3,1530,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,259000
2005,2004,847,847,434,2,1959,7,Gilbert,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,215000
1980,1980,936,936,672,2,936,5,OldTown,TA,Gd,TA,Unf,1,Detchd,90,CBlock,,0,4,TA,140000
1950,1928,1328,1122,576,2,1981,4,SWISU,TA,TA,Gd,Unf,2,Detchd,50,BrkTil,TA,2,7,TA,135000
1992,1991,974,974,0,0,974,5,Mitchel,TA,Gd,TA,,1,,20,PConc,,0,5,TA,93500
1950,1880,1178,1008,205,1,2210,6,OldTown,TA,TA,Fa,Unf,2,Detchd,70,BrkTil,,0,8,TA,117500
1995,1995,1142,1128,466,2,2020,8,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,239500
1997,1997,916,916,460,2,1600,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,7,Gd,169000
1950,1926,986,960,180,1,986,6,BrkSide,TA,TA,TA,Unf,1,Detchd,30,BrkTil,Gd,1,5,TA,102000
1950,1950,1032,1032,288,1,1252,6,NAmes,TA,TA,TA,Unf,1,Attchd,50,CBlock,,0,6,TA,119000
1996,1875,780,780,0,0,1020,5,Sawyer,TA,TA,TA,,1,,50,CBlock,,0,6,Gd,94000
1977,1977,1567,1567,714,2,1567,6,Mitchel,TA,TA,Gd,RFn,2,Attchd,20,PConc,TA,2,5,TA,196000
1950,1920,1167,915,495,2,1167,5,BrkSide,TA,TA,TA,Unf,1,Detchd,30,BrkTil,Gd,1,6,TA,144000
1951,1951,952,952,840,2,952,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,4,TA,139000
1976,1976,1088,780,484,2,1868,5,NWAmes,TA,TA,Gd,Unf,2,Attchd,60,CBlock,TA,1,9,Ex,197500
2007,2006,1466,1466,1052,3,2828,8,CollgCr,Gd,Ex,Gd,RFn,3,BuiltIn,60,PConc,TA,1,11,Ex,424870
1959,1959,1006,1006,0,0,1006,5,Sawyer,TA,TA,TA,,1,,20,CBlock,,0,5,TA,80000
1950,1941,672,672,280,1,924,4,Edwards,TA,Gd,Fa,Unf,1,Detchd,190,BrkTil,,0,5,Fa,80000
1950,1928,1042,1042,225,1,1576,5,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Gd,1,8,Ex,149000
1985,1985,1298,1298,403,2,1298,6,SawyerW,Gd,Gd,Gd,Unf,2,Attchd,20,CBlock,TA,1,5,TA,180000
1950,1941,860,704,234,1,1564,7,Crawfor,TA,TA,Fa,Unf,1,Attchd,70,CBlock,Gd,1,7,Ex,174500
1950,1926,572,572,288,1,1111,7,OldTown,TA,TA,TA,Unf,1,Detchd,50,PConc,Gd,1,5,TA,116900
1988,1920,832,650,324,2,1482,7,OldTown,TA,TA,TA,Unf,1,Detchd,70,PConc,,0,7,Ex,143000
1950,1950,932,932,306,1,932,6,NAmes,TA,TA,Gd,Unf,1,Attchd,20,CBlock,Gd,1,4,Ex,124000
1959,1959,1466,1466,528,2,1466,5,Edwards,TA,TA,Fa,Fin,1,Attchd,20,CBlock,Gd,2,6,TA,149900
2004,1956,1811,1073,470,2,1811,6,Crawfor,TA,TA,Ex,Fin,1,Attchd,20,PConc,Gd,1,6,Ex,230000
2007,1930,816,816,432,1,816,6,IDOTRR,Gd,TA,TA,Unf,1,Detchd,30,BrkTil,,0,5,Ex,120500
1988,1965,902,864,492,2,1820,7,NAmes,TA,TA,Gd,Unf,1,Attchd,60,CBlock,Gd,2,8,TA,201800
2004,1976,1437,1437,528,2,1437,5,Veenker,Gd,Gd,Gd,RFn,2,Attchd,20,CBlock,Fa,1,6,TA,218000
1999,1965,1265,1219,502,2,1265,5,NAmes,TA,TA,Gd,RFn,2,Attchd,80,PConc,Gd,1,6,Gd,179900
2008,2007,1314,1314,626,2,1314,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,230000
2008,2007,1580,1580,830,3,1580,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,235128
1974,1974,943,901,540,2,1876,6,NWAmes,Gd,TA,Gd,RFn,2,Attchd,60,CBlock,TA,1,8,TA,185000
1978,1978,855,855,440,2,1456,6,NPkVill,TA,Gd,TA,Unf,2,Attchd,160,CBlock,TA,1,7,Fa,146000
2006,1954,1640,1296,924,2,1640,6,Crawfor,Gd,TA,Gd,Unf,1,Detchd,20,CBlock,Gd,1,7,Ex,224000
1968,1968,894,894,450,2,894,5,Sawyer,TA,Gd,TA,Fin,1,Attchd,20,CBlock,Po,1,5,Gd,129000
1969,1969,1258,1198,400,2,1258,4,Sawyer,TA,Gd,TA,Unf,0,CarPort,90,CBlock,,0,6,TA,108959
1978,1978,1432,1360,588,2,1432,5,Veenker,TA,Gd,Gd,Unf,1,Attchd,80,PConc,TA,1,5,Ex,194000
2009,2009,1502,1502,644,2,1502,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,233170
2008,2008,1694,1694,776,3,1694,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,245350
2000,2000,959,959,472,2,1671,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,7,Ex,173000
1986,1935,1236,1127,540,2,2108,6,Edwards,TA,TA,Gd,Unf,2,Basment,70,CBlock,TA,2,7,Ex,235000
1996,1995,1831,1930,807,3,3627,10,NoRidge,Gd,Ex,Gd,Fin,3,Attchd,60,PConc,TA,1,10,Ex,625000
1977,1977,1118,1096,358,1,1118,6,Mitchel,TA,TA,TA,Fin,1,Attchd,80,CBlock,Po,1,6,TA,171000
1958,1958,1261,1261,433,2,1261,6,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,TA,1,6,Ex,163000
2007,2006,625,625,625,2,1250,7,Somerst,Gd,Gd,Gd,Fin,2,Detchd,160,PConc,,0,5,Ex,171900
1994,1946,1636,1598,0,0,3086,5,ClearCr,TA,TA,Ex,,3,,50,CBlock,Gd,1,12,TA,200500
1950,1932,1170,952,360,2,2345,6,Crawfor,TA,Gd,TA,Unf,2,Detchd,70,BrkTil,Gd,1,9,TA,239000
2000,1992,2129,1683,541,2,2872,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,50,PConc,TA,1,9,Ex,285000
1985,1984,923,876,264,1,923,5,Mitchel,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,119500
2004,1926,818,818,210,1,1224,6,OldTown,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,5,TA,115000
1950,1921,820,731,186,1,1343,5,Crawfor,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Gd,1,7,Ex,154900
1954,1954,1124,0,0,0,1124,5,Edwards,TA,,TA,,1,,20,Slab,Gd,1,5,Gd,93000
1991,1990,1298,1216,693,2,2514,7,Timber,TA,Gd,TA,Fin,2,Attchd,60,Wood,,0,8,Ex,250000
2008,2008,1652,1600,482,2,1652,8,Crawfor,Ex,Ex,Gd,Fin,2,Attchd,120,PConc,Gd,1,5,Ex,392500
1996,1996,2411,2396,813,3,4476,10,NoRidge,Gd,Ex,Ex,Fin,3,Attchd,60,PConc,TA,2,10,Ex,745000
1950,1920,1130,1120,720,2,1130,5,OldTown,TA,TA,TA,Unf,1,Detchd,30,BrkTil,Gd,1,5,Ex,120000
1963,1963,1572,1572,995,3,1572,5,Timber,TA,TA,TA,RFn,1,2Types,20,CBlock,TA,2,5,Gd,186700
1950,1924,949,784,392,1,1221,5,Edwards,TA,TA,TA,Unf,1,Attchd,50,BrkTil,,0,7,Gd,104900
1970,1900,1014,978,420,2,1699,3,OldTown,TA,Fa,TA,Unf,2,CarPort,190,CBlock,,0,7,TA,95000
1995,1994,1624,1624,757,3,1624,8,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Fa,1,5,Ex,262000
2002,2002,831,831,493,2,1660,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,195000
1999,1999,1028,994,442,2,1804,7,Gilbert,TA,TA,Gd,Fin,2,Attchd,60,PConc,TA,1,7,Gd,189000
1975,1961,1622,1249,1356,4,1622,4,Mitchel,TA,TA,TA,Fin,1,2Types,190,CBlock,TA,1,7,Ex,168000
2000,1999,764,776,492,2,1441,8,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,5,Ex,174000
1994,1925,842,702,250,1,1472,5,OldTown,TA,TA,Gd,Unf,1,Detchd,50,PConc,,0,6,Gd,125000
1999,1999,1224,1224,402,2,1224,6,Mitchel,TA,Ex,TA,Fin,2,Attchd,120,PConc,,0,5,Ex,165000
1969,1969,663,663,299,1,1352,6,Sawyer,TA,TA,TA,Fin,1,Attchd,60,CBlock,,0,7,TA,158000
2005,2005,728,728,400,2,1456,6,Gilbert,TA,Gd,Gd,Fin,2,Attchd,60,PConc,,0,8,Ex,176000
2006,2006,879,879,660,3,1863,7,Gilbert,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,9,Ex,219210
1950,1916,815,815,225,1,1690,7,OldTown,TA,TA,TA,Unf,1,Detchd,75,BrkTil,Gd,1,7,Ex,144000
2001,2001,1212,1212,573,2,1212,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,178000
1979,1963,1382,1051,459,2,1382,4,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,Po,1,6,Gd,148000
1970,1970,864,864,280,1,864,4,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,Gd,116050
1998,1998,866,866,546,2,1779,7,CollgCr,TA,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,197900
1997,1925,884,884,216,1,1348,5,BrkSide,TA,TA,TA,Unf,1,Detchd,50,BrkTil,Fa,1,5,Ex,117000
2001,2000,1630,1630,451,2,1630,7,CollgCr,Gd,Gd,Gd,Unf,2,Attchd,20,PConc,TA,1,6,Ex,213000
1975,1975,1074,1056,495,2,1074,5,NWAmes,TA,Gd,TA,RFn,1,Attchd,20,CBlock,,0,6,Ex,153500
1991,1990,2196,2158,701,3,2196,7,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,20,CBlock,TA,1,7,Gd,271900
1966,1966,1056,1056,384,1,1056,4,SawyerW,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,107000
2003,2003,1700,1682,544,2,1700,6,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,200000
1980,1962,1283,931,506,2,1283,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,TA,140000
2006,2006,1660,1660,500,2,1660,8,Somerst,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Gd,1,8,Ex,290000
1992,1992,1055,1055,462,2,1845,6,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,189000
2005,1988,1080,559,492,2,1752,8,Gilbert,Gd,Gd,TA,RFn,2,Basment,50,Wood,,0,8,Gd,164000
1950,1941,672,672,234,1,672,4,Edwards,TA,TA,TA,Unf,1,Attchd,30,CBlock,,0,4,TA,113000
2001,1965,960,648,364,1,960,4,Sawyer,TA,TA,TA,Unf,0,Attchd,80,CBlock,,0,3,Ex,145000
1962,1962,999,925,300,1,999,5,NAmes,TA,TA,TA,Unf,1,Attchd,85,CBlock,,0,6,TA,134500
1966,1966,894,894,384,1,894,5,Sawyer,TA,TA,TA,RFn,1,Detchd,20,CBlock,,0,5,TA,125000
1978,1978,1318,0,539,2,1902,6,Sawyer,TA,,TA,Unf,2,Attchd,90,Slab,,0,8,TA,112000
2009,2009,1314,1300,552,2,1314,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,229456
1950,1947,672,0,0,0,912,4,BrkSide,TA,,TA,,1,,50,Slab,,0,3,Gd,80500
1971,1971,672,672,0,0,1218,6,BrDale,TA,TA,TA,,1,,160,CBlock,,0,7,TA,91500
1964,1964,912,912,288,1,912,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,TA,115000
1968,1968,1211,952,322,1,1211,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,TA,1,5,Ex,134000
1950,1949,1168,1040,315,1,1846,6,NAmes,TA,TA,TA,Unf,2,Attchd,50,CBlock,Gd,1,7,Ex,143000
1951,1951,2136,2136,528,2,2136,5,NAmes,TA,TA,TA,Unf,2,Detchd,20,CBlock,,0,7,TA,137900
2005,2004,788,788,388,2,1490,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,8,Ex,184000
1958,1958,1138,588,264,1,1138,6,NAmes,TA,TA,TA,RFn,1,Attchd,80,CBlock,,0,6,Ex,145000
2007,2007,894,894,668,3,1933,6,Somerst,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,9,Ex,214000
2008,1965,912,912,576,2,912,5,NAmes,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,5,Ex,147000
2008,2008,1702,1702,1052,3,1702,9,NridgHt,Ex,Ex,Ex,Fin,1,Attchd,120,PConc,Gd,1,7,Ex,367294
1960,1960,1507,1075,404,1,1507,5,NAmes,TA,TA,TA,Unf,2,Basment,80,CBlock,,0,7,Gd,127000
1977,1977,1361,1361,600,2,2620,5,Sawyer,TA,Gd,TA,RFn,2,BuiltIn,90,CBlock,TA,1,12,Ex,190000
1962,1962,1190,1106,540,2,1190,5,NAmes,TA,TA,TA,Unf,1,Attchd,90,CBlock,,0,6,TA,132500
1962,1962,1224,0,462,2,1224,4,NAmes,TA,,TA,Unf,2,CarPort,90,Slab,,0,6,TA,101800
1959,1959,1188,1188,531,2,1188,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,Fa,142000
1950,1911,1024,940,0,0,1964,5,SWISU,TA,TA,TA,,1,,70,PConc,,0,7,TA,130000
1950,1914,892,747,180,1,1784,5,Crawfor,TA,Gd,TA,Unf,1,Detchd,70,BrkTil,,0,9,Gd,138887
2003,2003,764,764,474,2,1626,7,NridgHt,Gd,Gd,Gd,RFn,2,BuiltIn,160,PConc,,0,6,Ex,175500
2005,2004,847,847,434,2,1948,7,CollgCr,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,195000
2005,2005,1141,1141,484,2,1141,6,SawyerW,Gd,Gd,TA,Unf,1,Detchd,20,PConc,,0,6,Ex,142500
2006,2006,1484,1476,472,2,1484,8,Timber,Gd,Gd,Ex,RFn,2,Attchd,20,PConc,Gd,1,6,Ex,265900
2003,2003,884,884,543,2,1768,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,8,Ex,224900
2007,2007,1689,1689,954,3,1689,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,248328
1974,1974,1173,1053,528,2,1173,7,NWAmes,TA,Gd,Gd,RFn,2,Attchd,85,CBlock,TA,2,6,TA,170000
2006,2006,2076,2076,850,3,2076,10,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,7,Ex,465000
1950,1929,792,792,400,2,1517,8,Crawfor,TA,Gd,Gd,Unf,1,Detchd,70,PConc,Gd,2,7,Fa,230000
2003,1984,1140,585,477,2,1868,6,NWAmes,TA,Gd,TA,Fin,3,BuiltIn,80,CBlock,TA,1,7,Ex,178000
2006,2005,756,756,615,2,1553,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,186500
1976,1976,1034,1012,888,3,1034,6,Mitchel,TA,TA,TA,Unf,1,Attchd,80,CBlock,,0,6,TA,169900
